period,stateid,stateDescription,sectorid,sectorName,price,price-units
2017-04,MA,Massachusetts,IND,industrial,13.52,cents per kilowatthour
2017-04,MA,Massachusetts,OTH,other,,cents per kilowatthour
2017-04,MA,Massachusetts,RES,residential,20.99,cents per kilowatthour
2017-04,MA,Massachusetts,TRA,transportation,5.63,cents per kilowatthour
2017-04,MA,Massachusetts,ALL,all sectors,17.08,cents per kilowatthour
2017-05,MA,Massachusetts,COM,commercial,15.11,cents per kilowatthour
2017-05,MA,Massachusetts,IND,industrial,13.27,cents per kilowatthour
2017-05,MA,Massachusetts,OTH,other,,cents per kilowatthour
2017-05,MA,Massachusetts,RES,residential,19.76,cents per kilowatthour
2017-05,MA,Massachusetts,TRA,transportation,5.55,cents per kilowatthour
2017-05,MA,Massachusetts,ALL,all sectors,16.36,cents per kilowatthour
2017-06,MA,Massachusetts,COM,commercial,16.29,cents per kilowatthour
2017-06,MA,Massachusetts,IND,industrial,14.05,cents per kilowatthour
2017-06,MA,Massachusetts,OTH,other,,cents per kilowatthour
2017-06,MA,Massachusetts,RES,residential,19.62,cents per kilowatthour
2017-06,MA,Massachusetts,TRA,transportation,5.32,cents per kilowatthour
2017-06,MA,Massachusetts,ALL,all sectors,17.14,cents per kilowatthour
2017-07,MA,Massachusetts,COM,commercial,16.43,cents per kilowatthour
2017-07,MA,Massachusetts,IND,industrial,14.17,cents per kilowatthour
2017-07,MA,Massachusetts,OTH,other,,cents per kilowatthour
2017-07,MA,Massachusetts,RES,residential,19.72,cents per kilowatthour
2017-07,MA,Massachusetts,TRA,transportation,5.42,cents per kilowatthour
2017-07,MA,Massachusetts,ALL,all sectors,17.36,cents per kilowatthour
2017-08,MA,Massachusetts,COM,commercial,16.24,cents per kilowatthour
2017-08,MA,Massachusetts,IND,industrial,14.18,cents per kilowatthour
2017-08,MA,Massachusetts,OTH,other,,cents per kilowatthour
2017-08,MA,Massachusetts,RES,residential,19.66,cents per kilowatthour
2017-08,MA,Massachusetts,TRA,transportation,5.3,cents per kilowatthour
2017-08,MA,Massachusetts,ALL,all sectors,17.25,cents per kilowatthour
2017-09,MA,Massachusetts,COM,commercial,16.91,cents per kilowatthour
2017-09,MA,Massachusetts,IND,industrial,14.22,cents per kilowatthour
2017-09,MA,Massachusetts,OTH,other,,cents per kilowatthour
2017-09,MA,Massachusetts,RES,residential,20.83,cents per kilowatthour
2017-09,MA,Massachusetts,TRA,transportation,5.17,cents per kilowatthour
2017-09,MA,Massachusetts,ALL,all sectors,17.88,cents per kilowatthour
2017-10,MA,Massachusetts,COM,commercial,16.07,cents per kilowatthour
2017-10,MA,Massachusetts,IND,industrial,13.85,cents per kilowatthour
2017-10,MA,Massachusetts,OTH,other,,cents per kilowatthour
2017-10,MA,Massachusetts,RES,residential,20.45,cents per kilowatthour
2017-10,MA,Massachusetts,TRA,transportation,5.36,cents per kilowatthour
2017-10,MA,Massachusetts,ALL,all sectors,17.18,cents per kilowatthour
2017-11,MA,Massachusetts,COM,commercial,15.91,cents per kilowatthour
2017-11,MA,Massachusetts,IND,industrial,13.96,cents per kilowatthour
2017-11,MA,Massachusetts,OTH,other,,cents per kilowatthour
2017-11,MA,Massachusetts,RES,residential,20.44,cents per kilowatthour
2017-11,MA,Massachusetts,TRA,transportation,5.59,cents per kilowatthour
2017-11,MA,Massachusetts,ALL,all sectors,17.15,cents per kilowatthour
2017-12,MA,Massachusetts,COM,commercial,15.88,cents per kilowatthour
2017-12,MA,Massachusetts,IND,industrial,14.3,cents per kilowatthour
2017-12,MA,Massachusetts,OTH,other,,cents per kilowatthour
2017-12,MA,Massachusetts,RES,residential,20.05,cents per kilowatthour
2017-12,MA,Massachusetts,TRA,transportation,8.04,cents per kilowatthour
2017-12,MA,Massachusetts,ALL,all sectors,17.26,cents per kilowatthour
2018-01,MA,Massachusetts,COM,commercial,18.04,cents per kilowatthour
2018-01,MA,Massachusetts,IND,industrial,15.56,cents per kilowatthour
2018-01,MA,Massachusetts,OTH,other,,cents per kilowatthour
2018-01,MA,Massachusetts,RES,residential,22.73,cents per kilowatthour
2018-01,MA,Massachusetts,TRA,transportation,9.79,cents per kilowatthour
2018-01,MA,Massachusetts,ALL,all sectors,19.66,cents per kilowatthour
2018-02,MA,Massachusetts,COM,commercial,18.02,cents per kilowatthour
2018-02,MA,Massachusetts,IND,industrial,15.58,cents per kilowatthour
2018-02,MA,Massachusetts,OTH,other,,cents per kilowatthour
2018-02,MA,Massachusetts,RES,residential,22.19,cents per kilowatthour
2018-02,MA,Massachusetts,TRA,transportation,8.86,cents per kilowatthour
2018-02,MA,Massachusetts,ALL,all sectors,19.27,cents per kilowatthour
2018-03,MA,Massachusetts,COM,commercial,17.78,cents per kilowatthour
2018-03,MA,Massachusetts,IND,industrial,14.66,cents per kilowatthour
2018-03,MA,Massachusetts,OTH,other,,cents per kilowatthour
2018-03,MA,Massachusetts,RES,residential,22.45,cents per kilowatthour
2018-03,MA,Massachusetts,TRA,transportation,5.97,cents per kilowatthour
2018-03,MA,Massachusetts,ALL,all sectors,19.03,cents per kilowatthour
2018-04,MA,Massachusetts,COM,commercial,16.75,cents per kilowatthour
2018-04,MA,Massachusetts,IND,industrial,14.72,cents per kilowatthour
2018-04,MA,Massachusetts,OTH,other,,cents per kilowatthour
2018-04,MA,Massachusetts,RES,residential,22.25,cents per kilowatthour
2018-04,MA,Massachusetts,TRA,transportation,5.86,cents per kilowatthour
2018-04,MA,Massachusetts,ALL,all sectors,18.38,cents per kilowatthour
2018-05,MA,Massachusetts,COM,commercial,16.49,cents per kilowatthour
2018-05,MA,Massachusetts,IND,industrial,14.69,cents per kilowatthour
2018-05,MA,Massachusetts,OTH,other,,cents per kilowatthour
2018-05,MA,Massachusetts,RES,residential,21.57,cents per kilowatthour
2018-05,MA,Massachusetts,TRA,transportation,4.82,cents per kilowatthour
2018-05,MA,Massachusetts,ALL,all sectors,17.89,cents per kilowatthour
2018-06,MA,Massachusetts,TRA,transportation,4.94,cents per kilowatthour
2018-06,MA,Massachusetts,ALL,all sectors,17.68,cents per kilowatthour
2018-06,MA,Massachusetts,COM,commercial,16.31,cents per kilowatthour
2018-06,MA,Massachusetts,IND,industrial,14.86,cents per kilowatthour
2018-06,MA,Massachusetts,OTH,other,,cents per kilowatthour
2018-06,MA,Massachusetts,RES,residential,20.93,cents per kilowatthour
2018-07,MA,Massachusetts,COM,commercial,17.02,cents per kilowatthour
2018-07,MA,Massachusetts,IND,industrial,14.79,cents per kilowatthour
2018-07,MA,Massachusetts,OTH,other,,cents per kilowatthour
2018-07,MA,Massachusetts,RES,residential,20.57,cents per kilowatthour
2018-07,MA,Massachusetts,TRA,transportation,5.69,cents per kilowatthour
2018-07,MA,Massachusetts,ALL,all sectors,18.13,cents per kilowatthour
2018-08,MA,Massachusetts,TRA,transportation,5.59,cents per kilowatthour
2018-08,MA,Massachusetts,ALL,all sectors,18.19,cents per kilowatthour
2018-08,MA,Massachusetts,COM,commercial,16.96,cents per kilowatthour
2018-08,MA,Massachusetts,IND,industrial,14.62,cents per kilowatthour
2018-08,MA,Massachusetts,OTH,other,,cents per kilowatthour
2018-08,MA,Massachusetts,RES,residential,20.8,cents per kilowatthour
2018-09,MA,Massachusetts,COM,commercial,17.6,cents per kilowatthour
2018-09,MA,Massachusetts,IND,industrial,14.91,cents per kilowatthour
2018-09,MA,Massachusetts,OTH,other,,cents per kilowatthour
2018-09,MA,Massachusetts,RES,residential,22.12,cents per kilowatthour
2018-09,MA,Massachusetts,TRA,transportation,5.36,cents per kilowatthour
2018-09,MA,Massachusetts,ALL,all sectors,18.97,cents per kilowatthour
2018-10,MA,Massachusetts,COM,commercial,17.33,cents per kilowatthour
2018-10,MA,Massachusetts,IND,industrial,14.63,cents per kilowatthour
2018-10,MA,Massachusetts,OTH,other,,cents per kilowatthour
2018-10,MA,Massachusetts,RES,residential,21.25,cents per kilowatthour
2018-10,MA,Massachusetts,TRA,transportation,5.56,cents per kilowatthour
2018-10,MA,Massachusetts,ALL,all sectors,18.23,cents per kilowatthour
2018-11,MA,Massachusetts,COM,commercial,16.71,cents per kilowatthour
2018-11,MA,Massachusetts,IND,industrial,14.82,cents per kilowatthour
2018-11,MA,Massachusetts,OTH,other,,cents per kilowatthour
2018-11,MA,Massachusetts,RES,residential,21.25,cents per kilowatthour
2018-11,MA,Massachusetts,TRA,transportation,6.51,cents per kilowatthour
2018-11,MA,Massachusetts,ALL,all sectors,18.05,cents per kilowatthour
2018-12,MA,Massachusetts,COM,commercial,17.04,cents per kilowatthour
2018-12,MA,Massachusetts,IND,industrial,14.95,cents per kilowatthour
2018-12,MA,Massachusetts,OTH,other,,cents per kilowatthour
2018-12,MA,Massachusetts,RES,residential,21.46,cents per kilowatthour
2018-12,MA,Massachusetts,TRA,transportation,6.58,cents per kilowatthour
2018-12,MA,Massachusetts,ALL,all sectors,18.47,cents per kilowatthour
2019-01,MA,Massachusetts,COM,commercial,17.37,cents per kilowatthour
2019-01,MA,Massachusetts,IND,industrial,15.34,cents per kilowatthour
2019-01,MA,Massachusetts,OTH,other,,cents per kilowatthour
2019-01,MA,Massachusetts,RES,residential,21.96,cents per kilowatthour
2019-01,MA,Massachusetts,TRA,transportation,9.05,cents per kilowatthour
2019-01,MA,Massachusetts,ALL,all sectors,18.92,cents per kilowatthour
2019-02,MA,Massachusetts,TRA,transportation,8.85,cents per kilowatthour
2019-02,MA,Massachusetts,COM,commercial,16.97,cents per kilowatthour
2019-02,MA,Massachusetts,IND,industrial,15.47,cents per kilowatthour
2019-02,MA,Massachusetts,OTH,other,,cents per kilowatthour
2019-02,MA,Massachusetts,ALL,all sectors,18.89,cents per kilowatthour
2019-02,MA,Massachusetts,RES,residential,22.4,cents per kilowatthour
2019-03,MA,Massachusetts,COM,commercial,17.48,cents per kilowatthour
2019-03,MA,Massachusetts,IND,industrial,15.32,cents per kilowatthour
2019-03,MA,Massachusetts,OTH,other,,cents per kilowatthour
2019-03,MA,Massachusetts,RES,residential,22.67,cents per kilowatthour
2019-03,MA,Massachusetts,TRA,transportation,6.48,cents per kilowatthour
2019-03,MA,Massachusetts,ALL,all sectors,19.14,cents per kilowatthour
2019-04,MA,Massachusetts,ALL,all sectors,18.38,cents per kilowatthour
2019-04,MA,Massachusetts,IND,industrial,14.7,cents per kilowatthour
2019-04,MA,Massachusetts,OTH,other,,cents per kilowatthour
2019-04,MA,Massachusetts,RES,residential,22.67,cents per kilowatthour
2019-04,MA,Massachusetts,TRA,transportation,5.36,cents per kilowatthour
2019-04,MA,Massachusetts,COM,commercial,16.57,cents per kilowatthour
2019-05,MA,Massachusetts,COM,commercial,16.53,cents per kilowatthour
2019-05,MA,Massachusetts,IND,industrial,14.25,cents per kilowatthour
2019-05,MA,Massachusetts,OTH,other,,cents per kilowatthour
2019-05,MA,Massachusetts,RES,residential,22.28,cents per kilowatthour
2019-05,MA,Massachusetts,TRA,transportation,4.97,cents per kilowatthour
2019-05,MA,Massachusetts,ALL,all sectors,18.09,cents per kilowatthour
2019-06,MA,Massachusetts,OTH,other,,cents per kilowatthour
2019-06,MA,Massachusetts,RES,residential,21.33,cents per kilowatthour
2019-06,MA,Massachusetts,TRA,transportation,5.19,cents per kilowatthour
2019-06,MA,Massachusetts,ALL,all sectors,17.86,cents per kilowatthour
2019-06,MA,Massachusetts,COM,commercial,16.55,cents per kilowatthour
2019-06,MA,Massachusetts,IND,industrial,14.49,cents per kilowatthour
2019-07,MA,Massachusetts,COM,commercial,16.81,cents per kilowatthour
2019-07,MA,Massachusetts,IND,industrial,14.65,cents per kilowatthour
2019-07,MA,Massachusetts,OTH,other,,cents per kilowatthour
2019-07,MA,Massachusetts,RES,residential,20.93,cents per kilowatthour
2019-07,MA,Massachusetts,TRA,transportation,5.77,cents per kilowatthour
2019-07,MA,Massachusetts,ALL,all sectors,18.16,cents per kilowatthour
2019-08,MA,Massachusetts,COM,commercial,16.82,cents per kilowatthour
2019-08,MA,Massachusetts,IND,industrial,14.28,cents per kilowatthour
2019-08,MA,Massachusetts,OTH,other,,cents per kilowatthour
2019-08,MA,Massachusetts,RES,residential,21.62,cents per kilowatthour
2019-08,MA,Massachusetts,TRA,transportation,5.41,cents per kilowatthour
2019-08,MA,Massachusetts,ALL,all sectors,18.42,cents per kilowatthour
2019-09,MA,Massachusetts,COM,commercial,16.88,cents per kilowatthour
2019-09,MA,Massachusetts,IND,industrial,14.46,cents per kilowatthour
2019-09,MA,Massachusetts,OTH,other,,cents per kilowatthour
2019-09,MA,Massachusetts,RES,residential,22.03,cents per kilowatthour
2019-09,MA,Massachusetts,TRA,transportation,4.78,cents per kilowatthour
2019-09,MA,Massachusetts,ALL,all sectors,18.42,cents per kilowatthour
2019-10,MA,Massachusetts,COM,commercial,16.48,cents per kilowatthour
2019-10,MA,Massachusetts,IND,industrial,14.46,cents per kilowatthour
2019-10,MA,Massachusetts,OTH,other,,cents per kilowatthour
2019-10,MA,Massachusetts,RES,residential,21.25,cents per kilowatthour
2019-10,MA,Massachusetts,TRA,transportation,4.77,cents per kilowatthour
2019-10,MA,Massachusetts,ALL,all sectors,17.76,cents per kilowatthour
2019-11,MA,Massachusetts,COM,commercial,16.4,cents per kilowatthour
2019-11,MA,Massachusetts,IND,industrial,15.03,cents per kilowatthour
2019-11,MA,Massachusetts,OTH,other,,cents per kilowatthour
2019-11,MA,Massachusetts,RES,residential,21.78,cents per kilowatthour
2019-11,MA,Massachusetts,TRA,transportation,5.63,cents per kilowatthour
2019-11,MA,Massachusetts,ALL,all sectors,18.05,cents per kilowatthour
2019-12,MA,Massachusetts,COM,commercial,16.61,cents per kilowatthour
2019-12,MA,Massachusetts,IND,industrial,14.76,cents per kilowatthour
2019-12,MA,Massachusetts,OTH,other,,cents per kilowatthour
2019-12,MA,Massachusetts,RES,residential,22.39,cents per kilowatthour
2019-12,MA,Massachusetts,TRA,transportation,6.42,cents per kilowatthour
2019-12,MA,Massachusetts,ALL,all sectors,18.56,cents per kilowatthour
2020-01,MA,Massachusetts,COM,commercial,16.51,cents per kilowatthour
2020-01,MA,Massachusetts,IND,industrial,14.8,cents per kilowatthour
2020-01,MA,Massachusetts,OTH,other,,cents per kilowatthour
2020-01,MA,Massachusetts,RES,residential,22.88,cents per kilowatthour
2020-01,MA,Massachusetts,TRA,transportation,9.18,cents per kilowatthour
2020-01,MA,Massachusetts,ALL,all sectors,18.79,cents per kilowatthour
2020-02,MA,Massachusetts,COM,commercial,16.74,cents per kilowatthour
2020-02,MA,Massachusetts,IND,industrial,14.75,cents per kilowatthour
2020-02,MA,Massachusetts,OTH,other,,cents per kilowatthour
2020-02,MA,Massachusetts,RES,residential,23.02,cents per kilowatthour
2020-02,MA,Massachusetts,TRA,transportation,8.84,cents per kilowatthour
2020-02,MA,Massachusetts,ALL,all sectors,18.83,cents per kilowatthour
2020-03,MA,Massachusetts,COM,commercial,16.28,cents per kilowatthour
2020-03,MA,Massachusetts,IND,industrial,14.58,cents per kilowatthour
2020-03,MA,Massachusetts,OTH,other,,cents per kilowatthour
2020-03,MA,Massachusetts,RES,residential,22.73,cents per kilowatthour
2020-03,MA,Massachusetts,TRA,transportation,6.38,cents per kilowatthour
2020-03,MA,Massachusetts,ALL,all sectors,18.45,cents per kilowatthour
2020-04,MA,Massachusetts,COM,commercial,15.79,cents per kilowatthour
2020-04,MA,Massachusetts,IND,industrial,14.43,cents per kilowatthour
2020-04,MA,Massachusetts,OTH,other,,cents per kilowatthour
2020-04,MA,Massachusetts,RES,residential,23.15,cents per kilowatthour
2020-04,MA,Massachusetts,TRA,transportation,5.12,cents per kilowatthour
2020-04,MA,Massachusetts,ALL,all sectors,18.53,cents per kilowatthour
2020-05,MA,Massachusetts,IND,industrial,14.44,cents per kilowatthour
2020-05,MA,Massachusetts,COM,commercial,15.22,cents per kilowatthour
2020-05,MA,Massachusetts,OTH,other,,cents per kilowatthour
2020-05,MA,Massachusetts,RES,residential,22.16,cents per kilowatthour
2020-05,MA,Massachusetts,TRA,transportation,4.73,cents per kilowatthour
2020-05,MA,Massachusetts,ALL,all sectors,17.79,cents per kilowatthour
2020-06,MA,Massachusetts,COM,commercial,15.21,cents per kilowatthour
2020-06,MA,Massachusetts,IND,industrial,14.57,cents per kilowatthour
2020-06,MA,Massachusetts,OTH,other,,cents per kilowatthour
2020-06,MA,Massachusetts,RES,residential,20.91,cents per kilowatthour
2020-06,MA,Massachusetts,TRA,transportation,5.26,cents per kilowatthour
2020-06,MA,Massachusetts,ALL,all sectors,17.45,cents per kilowatthour
2020-07,MA,Massachusetts,COM,commercial,16.3,cents per kilowatthour
2020-07,MA,Massachusetts,IND,industrial,14.82,cents per kilowatthour
2020-07,MA,Massachusetts,OTH,other,,cents per kilowatthour
2020-07,MA,Massachusetts,RES,residential,21.26,cents per kilowatthour
2020-07,MA,Massachusetts,TRA,transportation,5.84,cents per kilowatthour
2020-07,MA,Massachusetts,ALL,all sectors,18.32,cents per kilowatthour
2020-08,MA,Massachusetts,COM,commercial,16.34,cents per kilowatthour
2020-08,MA,Massachusetts,IND,industrial,14.66,cents per kilowatthour
2020-08,MA,Massachusetts,OTH,other,,cents per kilowatthour
2020-08,MA,Massachusetts,RES,residential,21.62,cents per kilowatthour
2020-08,MA,Massachusetts,TRA,transportation,5.6,cents per kilowatthour
2020-08,MA,Massachusetts,ALL,all sectors,18.49,cents per kilowatthour
2020-09,MA,Massachusetts,COM,commercial,16.28,cents per kilowatthour
2020-09,MA,Massachusetts,IND,industrial,14.27,cents per kilowatthour
2020-09,MA,Massachusetts,OTH,other,,cents per kilowatthour
2020-09,MA,Massachusetts,RES,residential,21.45,cents per kilowatthour
2020-09,MA,Massachusetts,TRA,transportation,5.21,cents per kilowatthour
2020-09,MA,Massachusetts,ALL,all sectors,18.09,cents per kilowatthour
2020-10,MA,Massachusetts,IND,industrial,14.23,cents per kilowatthour
2020-10,MA,Massachusetts,OTH,other,,cents per kilowatthour
2020-10,MA,Massachusetts,RES,residential,21.5,cents per kilowatthour
2020-10,MA,Massachusetts,TRA,transportation,5.16,cents per kilowatthour
2020-10,MA,Massachusetts,ALL,all sectors,17.68,cents per kilowatthour
2020-10,MA,Massachusetts,COM,commercial,15.85,cents per kilowatthour
2020-11,MA,Massachusetts,COM,commercial,15.51,cents per kilowatthour
2020-11,MA,Massachusetts,IND,industrial,14.13,cents per kilowatthour
2020-11,MA,Massachusetts,OTH,other,,cents per kilowatthour
2020-11,MA,Massachusetts,RES,residential,22.04,cents per kilowatthour
2020-11,MA,Massachusetts,TRA,transportation,5.69,cents per kilowatthour
2020-11,MA,Massachusetts,ALL,all sectors,17.69,cents per kilowatthour
2020-12,MA,Massachusetts,COM,commercial,15.9,cents per kilowatthour
2020-12,MA,Massachusetts,IND,industrial,14.34,cents per kilowatthour
2020-12,MA,Massachusetts,OTH,other,,cents per kilowatthour
2020-12,MA,Massachusetts,RES,residential,21.49,cents per kilowatthour
2020-12,MA,Massachusetts,TRA,transportation,6.66,cents per kilowatthour
2020-12,MA,Massachusetts,ALL,all sectors,17.96,cents per kilowatthour
2021-01,MA,Massachusetts,COM,commercial,16.15,cents per kilowatthour
2021-01,MA,Massachusetts,IND,industrial,14.25,cents per kilowatthour
2021-01,MA,Massachusetts,OTH,other,,cents per kilowatthour
2021-01,MA,Massachusetts,RES,residential,22.3,cents per kilowatthour
2021-01,MA,Massachusetts,TRA,transportation,6.24,cents per kilowatthour
2021-01,MA,Massachusetts,ALL,all sectors,18.52,cents per kilowatthour
2021-02,MA,Massachusetts,ALL,all sectors,19.01,cents per kilowatthour
2021-02,MA,Massachusetts,COM,commercial,16.72,cents per kilowatthour
2021-02,MA,Massachusetts,IND,industrial,15.27,cents per kilowatthour
2021-02,MA,Massachusetts,OTH,other,,cents per kilowatthour
2021-02,MA,Massachusetts,RES,residential,22.67,cents per kilowatthour
2021-02,MA,Massachusetts,TRA,transportation,7.04,cents per kilowatthour
2021-03,MA,Massachusetts,COM,commercial,16.67,cents per kilowatthour
2021-03,MA,Massachusetts,IND,industrial,14.38,cents per kilowatthour
2021-03,MA,Massachusetts,OTH,other,,cents per kilowatthour
2021-03,MA,Massachusetts,RES,residential,23.08,cents per kilowatthour
2021-03,MA,Massachusetts,TRA,transportation,6.44,cents per kilowatthour
2021-03,MA,Massachusetts,ALL,all sectors,18.85,cents per kilowatthour
2021-04,MA,Massachusetts,COM,commercial,15.7,cents per kilowatthour
2021-04,MA,Massachusetts,IND,industrial,14.49,cents per kilowatthour
2021-04,MA,Massachusetts,OTH,other,,cents per kilowatthour
2021-04,MA,Massachusetts,RES,residential,23.45,cents per kilowatthour
2021-04,MA,Massachusetts,TRA,transportation,6.36,cents per kilowatthour
2021-04,MA,Massachusetts,ALL,all sectors,18.38,cents per kilowatthour
2021-05,MA,Massachusetts,OTH,other,,cents per kilowatthour
2021-05,MA,Massachusetts,RES,residential,22.69,cents per kilowatthour
2021-05,MA,Massachusetts,COM,commercial,16.02,cents per kilowatthour
2021-05,MA,Massachusetts,ALL,all sectors,18.16,cents per kilowatthour
2021-05,MA,Massachusetts,TRA,transportation,6.02,cents per kilowatthour
2021-05,MA,Massachusetts,IND,industrial,14.53,cents per kilowatthour
2021-06,MA,Massachusetts,COM,commercial,16.79,cents per kilowatthour
2021-06,MA,Massachusetts,IND,industrial,15.15,cents per kilowatthour
2021-06,MA,Massachusetts,OTH,other,,cents per kilowatthour
2021-06,MA,Massachusetts,RES,residential,22.2,cents per kilowatthour
2021-06,MA,Massachusetts,TRA,transportation,6.55,cents per kilowatthour
2021-06,MA,Massachusetts,ALL,all sectors,18.63,cents per kilowatthour
2021-07,MA,Massachusetts,COM,commercial,17.74,cents per kilowatthour
2021-07,MA,Massachusetts,IND,industrial,15.43,cents per kilowatthour
2021-07,MA,Massachusetts,OTH,other,,cents per kilowatthour
2021-07,MA,Massachusetts,RES,residential,22.88,cents per kilowatthour
2021-07,MA,Massachusetts,TRA,transportation,6.31,cents per kilowatthour
2021-07,MA,Massachusetts,ALL,all sectors,19.56,cents per kilowatthour
2021-08,MA,Massachusetts,OTH,other,,cents per kilowatthour
2021-08,MA,Massachusetts,RES,residential,22.19,cents per kilowatthour
2021-08,MA,Massachusetts,TRA,transportation,6.51,cents per kilowatthour
2021-08,MA,Massachusetts,ALL,all sectors,19.31,cents per kilowatthour
2021-08,MA,Massachusetts,COM,commercial,17.75,cents per kilowatthour
2021-08,MA,Massachusetts,IND,industrial,15.57,cents per kilowatthour
2021-09,MA,Massachusetts,TRA,transportation,6.91,cents per kilowatthour
2021-09,MA,Massachusetts,COM,commercial,17.78,cents per kilowatthour
2021-09,MA,Massachusetts,IND,industrial,15.52,cents per kilowatthour
2021-09,MA,Massachusetts,OTH,other,,cents per kilowatthour
2021-09,MA,Massachusetts,ALL,all sectors,19.77,cents per kilowatthour
2021-09,MA,Massachusetts,RES,residential,23.44,cents per kilowatthour
2021-10,MA,Massachusetts,COM,commercial,17.38,cents per kilowatthour
2021-10,MA,Massachusetts,IND,industrial,15.57,cents per kilowatthour
2021-10,MA,Massachusetts,OTH,other,,cents per kilowatthour
2021-10,MA,Massachusetts,RES,residential,22.48,cents per kilowatthour
2021-10,MA,Massachusetts,TRA,transportation,6.84,cents per kilowatthour
2021-10,MA,Massachusetts,ALL,all sectors,18.97,cents per kilowatthour
2021-11,MA,Massachusetts,COM,commercial,17.01,cents per kilowatthour
2021-11,MA,Massachusetts,IND,industrial,15.92,cents per kilowatthour
2021-11,MA,Massachusetts,OTH,other,,cents per kilowatthour
2021-11,MA,Massachusetts,RES,residential,23.33,cents per kilowatthour
2021-11,MA,Massachusetts,TRA,transportation,6.52,cents per kilowatthour
2021-11,MA,Massachusetts,ALL,all sectors,19.13,cents per kilowatthour
2021-12,MA,Massachusetts,COM,commercial,17.74,cents per kilowatthour
2021-12,MA,Massachusetts,IND,industrial,15.93,cents per kilowatthour
2021-12,MA,Massachusetts,OTH,other,,cents per kilowatthour
2021-12,MA,Massachusetts,RES,residential,24.32,cents per kilowatthour
2021-12,MA,Massachusetts,TRA,transportation,6.43,cents per kilowatthour
2021-12,MA,Massachusetts,ALL,all sectors,20.1,cents per kilowatthour
2022-01,MA,Massachusetts,COM,commercial,19.48,cents per kilowatthour
2022-01,MA,Massachusetts,IND,industrial,16.8,cents per kilowatthour
2022-01,MA,Massachusetts,OTH,other,,cents per kilowatthour
2022-01,MA,Massachusetts,RES,residential,25.27,cents per kilowatthour
2022-01,MA,Massachusetts,TRA,transportation,7.91,cents per kilowatthour
2022-01,MA,Massachusetts,ALL,all sectors,21.55,cents per kilowatthour
2022-02,MA,Massachusetts,COM,commercial,19.56,cents per kilowatthour
2022-02,MA,Massachusetts,IND,industrial,16.64,cents per kilowatthour
2022-02,MA,Massachusetts,OTH,other,,cents per kilowatthour
2022-02,MA,Massachusetts,RES,residential,25.57,cents per kilowatthour
2022-02,MA,Massachusetts,TRA,transportation,8.45,cents per kilowatthour
2022-02,MA,Massachusetts,ALL,all sectors,21.7,cents per kilowatthour
2022-03,MA,Massachusetts,COM,commercial,18.78,cents per kilowatthour
2022-03,MA,Massachusetts,IND,industrial,16.15,cents per kilowatthour
2022-03,MA,Massachusetts,OTH,other,,cents per kilowatthour
2022-03,MA,Massachusetts,RES,residential,25.29,cents per kilowatthour
2022-03,MA,Massachusetts,TRA,transportation,6.61,cents per kilowatthour
2022-03,MA,Massachusetts,ALL,all sectors,20.95,cents per kilowatthour
2022-04,MA,Massachusetts,COM,commercial,17.21,cents per kilowatthour
2022-04,MA,Massachusetts,IND,industrial,15.87,cents per kilowatthour
2022-04,MA,Massachusetts,OTH,other,,cents per kilowatthour
2022-04,MA,Massachusetts,RES,residential,24.21,cents per kilowatthour
2022-04,MA,Massachusetts,TRA,transportation,6.64,cents per kilowatthour
2022-04,MA,Massachusetts,ALL,all sectors,19.59,cents per kilowatthour
2022-05,MA,Massachusetts,COM,commercial,16.97,cents per kilowatthour
2022-05,MA,Massachusetts,IND,industrial,16.31,cents per kilowatthour
2022-05,MA,Massachusetts,OTH,other,,cents per kilowatthour
2022-05,MA,Massachusetts,RES,residential,23.72,cents per kilowatthour
2022-05,MA,Massachusetts,TRA,transportation,7.29,cents per kilowatthour
2022-05,MA,Massachusetts,ALL,all sectors,19.27,cents per kilowatthour
2022-06,MA,Massachusetts,COM,commercial,17.89,cents per kilowatthour
2022-06,MA,Massachusetts,IND,industrial,17.06,cents per kilowatthour
2022-06,MA,Massachusetts,OTH,other,,cents per kilowatthour
2022-06,MA,Massachusetts,RES,residential,25.02,cents per kilowatthour
2022-06,MA,Massachusetts,TRA,transportation,6.57,cents per kilowatthour
2022-06,MA,Massachusetts,ALL,all sectors,20.34,cents per kilowatthour
2022-07,MA,Massachusetts,COM,commercial,18.06,cents per kilowatthour
2022-07,MA,Massachusetts,IND,industrial,17.79,cents per kilowatthour
2022-07,MA,Massachusetts,OTH,other,,cents per kilowatthour
2022-07,MA,Massachusetts,RES,residential,23.76,cents per kilowatthour
2022-07,MA,Massachusetts,TRA,transportation,6.85,cents per kilowatthour
2022-07,MA,Massachusetts,ALL,all sectors,20.2,cents per kilowatthour
2022-08,MA,Massachusetts,COM,commercial,19.32,cents per kilowatthour
2022-08,MA,Massachusetts,IND,industrial,18.41,cents per kilowatthour
2022-08,MA,Massachusetts,OTH,other,,cents per kilowatthour
2022-08,MA,Massachusetts,RES,residential,26.46,cents per kilowatthour
2022-08,MA,Massachusetts,TRA,transportation,7.18,cents per kilowatthour
2022-08,MA,Massachusetts,ALL,all sectors,22.17,cents per kilowatthour
2022-09,MA,Massachusetts,COM,commercial,19.61,cents per kilowatthour
2022-09,MA,Massachusetts,IND,industrial,17.85,cents per kilowatthour
